id,job_title,nice_areas,nice_subcategories,ksa,tasks
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,Skill in conducting capabilities and requirements analysis.,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Skill in design modeling and building use cases (e.g., unified modeling language).",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,Ability to interpret and translate customer requirements into operational capabilities. ,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,Skill in conducting reviews of systems.,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,Knowledge of critical information technology (IT) procurement requirements.,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of functionality, quality, and security requirements and how these will apply to specific items of supply (i.e., elements and processes).",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of applicable laws (e.g., Electronic Communications Privacy Act, Foreign Intelligence Surveillance Act, Protect America Act, search and seizure laws, civil liberties and privacy laws), statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures relevant to work performed.",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of information technology (IT) supply chain security and risk management policies, requirements, and procedures.",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of local specialized system requirements (e.g., critical infrastructure systems that may not use standard information technology [IT]) for safety, performance, and reliability.",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of relevant laws, policies, procedures, or governance related to critical infrastructure.",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,Knowledge of an organization's information classification program and procedures for information compromise.,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,* Knowledge of cybersecurity principles.,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,* Knowledge of cyber threats and vulnerabilities. ,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,* Knowledge of specific operational impacts of cybersecurity lapses.,
h2,Cybersecurity Engineer,Securely Provision,Systems Requirements Planning,Knowledge of secure configuration management techniques.,
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.,"Review and validate data mining and data warehousing programs, processes, and requirements."
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,Knowledge of application vulnerabilities.,Research current technology to understand capabilities of required system or network.
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,"Knowledge of capabilities, applications, and potential vulnerabilities of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.",Research and evaluate available technologies and standards to meet customer requirements.
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,Knowledge of cryptography and cryptographic key management concepts.,Identify cyber capabilities strategies for custom hardware and software development based on mission requirements.
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,Knowledge of engineering concepts as applied to computer architecture and associated computer hardware/software.,Collaborate with stakeholders to identify and/or develop appropriate solutions technology.
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.,Design and develop new tools/technologies as related to cybersecurity.
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,"Knowledge of penetration testing principles, tools, and techniques.","Troubleshoot prototype design and process issues throughout the product design, development, and pre-launch phases."
h2,Cybersecurity Engineer,Securely Provision,Technology R&D,"Knowledge of system life cycle management principles, including software security and usability.",Identify functional- and security-related features to find opportunities for new capability development to exploit or mitigate vulnerabilities.
